adult,belongs_to_collection,sequel,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,War,TV_Movie,Horror,Western,Foreign,Comedy,Documentary,Science_Fiction,Mystery,Fantasy,Crime,Action,Adventure,Drama,Thriller,Family,Animation,Romance,History,Music,vote_total
False,,0,38000000.0,"['Action', 'Drama']",,10534,tt0118158,en,White Squall,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,9.568603999999999,/3a5nomeyzJF4gG26HouCtce99ki.jpg,"['Hollywood Pictures', 'Largo Entertainment', 'Scott Free Productions']",['US'],2/2/1996,10300000.0,129,"['da', 'en', 'fr', 'de']",Released,,White Squall,False,6.3,86,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,541.8
False,,0,8169363.0,"['Crime', 'Drama', 'Thriller']",,2086,tt0113972,en,Nick of Time,"Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles, accompanied by his 6-year-old daughter Lynn. Because of his ordinary looks, he is approached by a pair of sinister people named Smith and Jones.",6.848591000000001,/3kYcyD9yAjdjimYlIiGPfdMVbZb.jpg,['Paramount Pictures'],['US'],11/22/1995,8175346.0,90,['en'],Released,,Nick of Time,False,6.1,190,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1159.0
False,,0,47000000.0,"['Drama', 'Horror', 'Thriller', 'Romance']",,9095,tt0117002,en,Mary Reilly,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",12.866139,/Oesh4pN5J2ing4flkgkiVdxILP.jpg,"['TriStar Pictures', 'NFH Productions']",['US'],2/23/1996,12379402.0,104,['en'],Released,The untold story of Jekyll and Hyde,Mary Reilly,False,5.7,77,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,438.90000000000003
False,,0,14000000.0,"['Comedy', 'Horror', 'Romance']",,12158,tt0114825,en,Vampire in Brooklyn,"Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half vampire -- and Maximillian will do whatever's necessary to put her under his spell.",9.071127,/bH1v8z12ZU7Y6zANgU1B00a86Co.jpg,['Paramount Pictures'],['US'],10/26/1995,19800000.0,100,['en'],Released,A comic tale of horror and seduction.,Vampire in Brooklyn,False,4.5,113,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,508.5
False,,0,50000000.0,"['Action', 'Adventure', 'Drama', 'Thriller']",,9208,tt0115759,en,Broken Arrow,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",14.957626000000001,/avqUG5RYB93rwSUNL5r16Vtbc9g.jpg,"['Twentieth Century Fox Film Corporation', 'WCG Entertainment Productions', 'Mark Gordon Productions']",['US'],2/9/1996,150270147.0,108,['en'],Released,Prepare to Go Ballistic.,Broken Arrow,False,5.7,459,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2616.3
False,,0,12000000.0,['Comedy'],,9614,tt0116483,en,Happy Gilmore,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",9.592265,/pG5edeKkntnt5A799Y0UNI5hi9W.jpg,"['Universal Pictures', 'Brillstein-Grey Entertainment', 'Robert Simonds Productions']",['US'],2/16/1996,41205099.0,92,['en'],Released,He doesn't play golf... he destroys it.,Happy Gilmore,False,6.5,767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4985.5
False,,0,24000000.0,"['Drama', 'Romance']",,688,tt0112579,en,The Bridges of Madison County,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,5.951077,/czRuGEx9Yhnh6nApirTLPToxHNu.jpg,"['Amblin Entertainment', 'Malpaso Productions', 'Warner Bros.']",['US'],5/28/1995,182016617.0,135,['en'],Released,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,The Bridges of Madison County,False,7.3,397,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2898.1
False,The Muppet Collection,1,15000000.0,"['Action', 'Comedy', 'Music', 'Family', 'Adventure']",,10874,tt0117110,en,Muppet Treasure Island,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.",6.902423,/5A8gKzOrF9Z7tSUX6xd5dEx4NXf.jpg,"['Walt Disney Pictures', 'Jim Henson Productions', 'Jim Henson Company, The']",['US'],2/16/1996,34327391.0,100,['en'],Released,Set sail for Muppet mayhem!,Muppet Treasure Island,False,6.5,93,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,604.5
False,,0,72000000.0,"['Action', 'Drama', 'History', 'War']",,197,tt0112573,en,Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",20.755149,/2qAgGeYdLjelOEqjW9FYvPHpplC.jpg,"['Icon Entertainment International', 'The Ladd Company', 'B.H. Finance C.V.']",['US'],5/24/1995,210000000.0,177,"['en', 'fr', 'la', 'gd']",Released,Every man dies. Not every man truly lives.,Braveheart,False,7.7,3404,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,26210.8
False,,0,1300000.0,"['Crime', 'Drama']",,103,tt0075314,en,Taxi Driver,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",14.092713,/yxq4pk1xGmro8tQABuQIrWrvdaE.jpg,"['Columbia Pictures Corporation', 'Italo/Judeo Productions', 'Bill/Phillips']",['US'],2/7/1976,28262574.0,114,"['en', 'es']",Released,"On every street in every city, there's a nobody who dreams of being a somebody.",Taxi Driver,False,8.1,2632,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,21319.2
False,,0,25000000.0,"['Comedy', 'Drama']",,78406,tt0114536,en,Steal Big Steal Little,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness, mayhem, and even attempted murder. On Ruben's side is Lou Perilli an ex-Chicago cop and used car dealer who knows the law - and how to get around it. On Robby's side is ruthless businessman Reed Tyler, who is out to turn a swift profit on Mona's property. Walking a shifty line between them is Eddie Agopian, the family lawyer, who doesn't care which side wins as long as he's on the winner's side. But whether they're stealing big or stealing little, they're all stealing in this hilarious comedy about greed, power... and brotherly love.",1.522412,/dMSEHHiHaCS5lZ7gfkuAH701sBW.jpg,['Savoy Pictures'],['US'],9/29/1995,6278139.0,113,['en'],Released,Two brothers. One fortune. Zero chance they'll share it.,Steal Big Steal Little,False,5.1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35.699999999999996
False,,0,40000000.0,"['Comedy', 'Romance']",,11066,tt0103859,en,Boomerang,"Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill.",6.506983,/3dDufFHAuVXpfMdXkDUC0M0Y5TL.jpg,['Paramount Pictures'],['US'],6/30/1992,70100000.0,117,"['fr', 'en']",Released,A Player Who's About to be Played.,Boomerang,False,5.4,139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,750.6
False,,0,7000000.0,"['Comedy', 'Romance']",,2074,tt0116324,en,Flirting with Disaster,"Adopted as a child, new father Mel Colpin (Ben Stiller) decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. Accompanied by his wife, Nancy (Patricia Arquette), and an inept yet gorgeous adoption agent, Tina (Tea Leoni), he departs on an epic road trip that quickly devolves into a farce of mistaken identities, wrong turns, and overzealous and love-struck ATF agents (Josh Brolin, Richard Jenkins).",5.579088,/pxxYa68L05ZR4vMwc6yB8KqXslo.jpg,['Miramax Films'],['US'],3/22/1996,14702438.0,92,['en'],Released,"A comedy about sex, love, family and other accidents waiting to happen.",Flirting with Disaster,False,6.3,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,415.8
False,,0,50000000.0,"['Action', 'Thriller', 'Mystery', 'Romance']",,11863,tt0113451,en,Jade,"Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the law man emerges as a prime suspect and he has to deal with his personal feelings as well as the case.",11.418917,/koKHFZ0FYd7yG1g3RphU6TQRVOg.jpg,['Paramount Pictures'],['US'],10/13/1995,9851610.0,95,['en'],Released,Some fantasies go too far.,Jade,False,5.1,45,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,229.49999999999997
False,,0,31000000.0,['Comedy'],,11000,tt0115685,en,The Birdcage,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's right-wing moralistic parents.,6.499680000000001,/wRTkvqRTB05gcGInsnGqVgLkb3t.jpg,['United Artists'],['US'],3/8/1996,185260553.0,117,"['en', 'fr']",Released,Come as you are.,The Birdcage,False,6.7,303,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2030.1000000000001
False,Bad Boys Collection,1,19000000.0,"['Action', 'Comedy', 'Crime', 'Thriller']",,9737,tt0112442,en,Bad Boys,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",9.262184,/1dKsSfpAqWSc5UJT9VIqK5JVFI5.jpg,"['Columbia Pictures', 'Don Simpson/Jerry Bruckheimer Films']",['US'],4/7/1995,141407024.0,118,['en'],Released,Whatcha gonna do?,Bad Boys,False,6.5,1729,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,11238.5
False,,0,52000000.0,['Drama'],,568,tt0112384,en,Apollo 13,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",18.761467,/6JQ9z3V9x4vlU2GSZx2yNO0PvuX.jpg,"['Imagine Entertainment', 'Universal Pictures']",['US'],6/30/1995,355237933.0,140,['en'],Released,"Houston, we have a problem.",Apollo 13,False,7.3,1637,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11950.1
False,,0,28000000.0,['Adventure'],,11780,tt0114287,en,Rob Roy,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour.",10.193549,/8O52wIIbskNl9kZnGvP9Gi4A2oN.jpg,"['United Artists', 'Talisman Productions']","['GB', 'US']",4/13/1995,31596911.0,139,['en'],Released,Honor made him a man. Courage made him a hero. History made him a legend.,Rob Roy,False,6.5,151,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,981.5
False,Batman Collection,1,100000000.0,"['Action', 'Crime', 'Fantasy']",,414,tt0112462,en,Batman Forever,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin.",13.321354000000001,/eTMrHEhlFPHNxpqGwpGGTdAa0xV.jpg,"['Warner Bros.', 'Polygram Filmed Entertainment']","['GB', 'US']",6/16/1995,336529144.0,121,['en'],Released,"Courage now, truth always...",Batman Forever,False,5.2,1529,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7950.8
False,Brooklyn Cigar Store Collection,1,2000000.0,['Comedy'],http://miramax.com/movie/blue-in-the-face/,5894,tt0112541,en,Blue in the Face,"Auggie runs a small tobacco shop in Brooklyn, New York. The whole neighborhood comes to visit him to buy cigarettes and have some small talk. During the movie Lou Reed tries to explain why he has to have a cut on his health insurance bill if he keeps smoking and Madonna acts as a Singing Telegram.",11.528147,/qa9yf3OlfXbYBb0af0mpawGB6TI.jpg,"['Miramax Films', 'InterAL']",['US'],9/15/1995,1275000.0,83,['en'],Released,Welcome to the planet Brooklyn.,Blue in the Face,False,6.8,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.4
False,Casper Collection,1,50000000.0,"['Fantasy', 'Comedy', 'Family']",,8839,tt0112642,en,Casper,"Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey to exorcise the ghosts from the mansion. Harvey and his daughter Kat move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know."" But not so friendly are Casper's uncles--Stretch, Fatso and Stinkie--who are determined to drive all ""fleshies"" away.",12.812539,/cpMbvFDD2C21pqMNXVPhSWGQBR9.jpg,"['Universal Pictures', 'Amblin Entertainment', 'The Harvey Entertainment Company']",['US'],5/26/1995,287928194.0,100,['en'],Released,Get an afterlife,Casper,False,6.0,1045,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6270.0
False,,0,25000000.0,"['Mystery', 'Crime', 'Drama']",,20649,tt0112688,en,Clockers,"Strike is a young city drug pusher under the tutelage of drug-lord Rodney Little.When a night man at a fast-food restaurant is found with four bullets in his body, Strike's older brother turns himself in as the killer. Det. Rocco Klein doesn't buy the story, however, and sets out to find the truth, and it seems that all the fingers point toward Strike &amp; Rodney.",4.558992,/ugGhvQoGBrefqmkeBvBgT4YVCRk.jpg,"['Universal Pictures', '40 Acres & A Mule Filmworks']",['US'],9/15/1995,13071518.0,128,['en'],Released,"When there's murder on the streets, everyone is a suspect.",Clockers,False,6.8,69,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,469.2
False,,0,50000000.0,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",,10329,tt0112715,en,Congo,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.",7.260574,/wjeQaiAApgzdipkNXhQnBrqjBY9.jpg,"['Paramount Pictures', 'Kennedy/Marshall Company, The']",['US'],6/9/1995,152022101.0,109,"['en', 'fr']",Released,Where you are the endangered species.,Congo,False,5.0,214,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1070.0
False,,0,53000000.0,"['Action', 'Thriller', 'Drama']",,8963,tt0112740,en,Crimson Tide,"On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.",8.657364999999999,/oDJyDX11HW4j565vUjmFagKxDTQ.jpg,"['Hollywood Pictures', 'Don Simpson/Jerry Bruckheimer Films']",['US'],5/12/1995,157387195.0,116,['en'],Released,Danger runs deep.,Crimson Tide,False,7.0,508,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3556.0
False,,0,15000000.0,['Documentary'],,26564,tt0109508,en,Crumb,"This movie chronicles the life and times of R. Crumb. Robert Crumb is the cartoonist/artist who drew Keep On Truckin', Fritz the Cat, and played a major pioneering role in the genesis of underground comix. Through interviews with his mother, two brothers, wife, and ex-girlfriends, as well as selections from his vast quantity of graphic art, we are treated to a darkly comic ride through one man's subconscious mind.",3.6203879999999997,/yzK39sdkGoiSyKZEWT6HQzaC0BX.jpg,['Superior Pictures'],['US'],9/10/1994,3174695.0,119,['en'],Released,Weird sex · Obsession · Comic books,Crumb,False,7.6,71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,539.6
